Name,Gen,TypeOne,TypeTwo
Lunala,7,Psychic,Ghost
Nihilego,7,Rock,Poison
Buzzwole,7,Bug,Fighting
Pheromosa,7,Bug,Fighting
Xurkitree,7,Electric,
Celesteela,7,Steel,Flying
Kartana,7,Grass,Steel
Guzzlord,7,Dark,Dragon
Necrozma,7,Psychic,
Necrozma-Dusk-Mane,7,Psychic,Steel
Necrozma-Dawn-Wings,7,Psychic,Ghost
Necrozma-Ultra,7,Psychic,Dragon
Magearna,7,Steel,Fairy
Marshadow,7,Fighting,Ghost
Poipole,7,Poison,
Naganadel,7,Poison,Dragon
Stakataka,7,Rock,Steel
Blacephalon,7,Fire,Ghost
Zeraora,7,Electric,
Meltan,7,Steel,
Melmetal,7,Steel,
