Name,Gen,TypeOne,TypeTwo
Silvally-Psychic,8,Psychic,
Silvally-Rock,8,Rock,
Silvally-Steel,8,Steel,
Silvally-Water,8,Water,
Minior,8,Rock,Flying
Komala,8,Normal,
Turtonator,8,Fire,Dragon
Togedemaru,8,Electric,Steel
Mimikyu,8,Ghost,Fairy
Bruxish,8,Water,Psychic
Drampa,8,Normal,Dragon
Dhelmise,8,Ghost,Grass
Jangmo-o,8,Dragon,
Hakamo-o,8,Dragon,Fighting
Kommo-o,8,Dragon,Fighting
Tapu Koko,8,Electric,Fairy
Tapu Lele,8,Psychic,Fairy
Tapu Bulu,8,Grass,Fairy
Tapu Fini,8,Water,Fairy
Cosmog,8,Psychic,
Cosmoem,8,Psychic,
Solgaleo,8,Psychic,Steel
Lunala,8,Psychic,Ghost
Nihilego,8,Rock,Poison
Buzzwole,8,Bug,Fighting
Pheromosa,8,Bug,Fighting
Xurkitree,8,Electric,
Celesteela,8,Steel,Flying
Kartana,8,Grass,Steel
Guzzlord,8,Dark,Dragon
Necrozma,8,Psychic,
Necrozma-Dusk-Mane,8,Psychic,Steel
Necrozma-Dawn-Wings,8,Psychic,Ghost
Necrozma-Ultra,8,Psychic,Dragon
Magearna,8,Steel,Fairy
Marshadow,8,Fighting,Ghost
Poipole,8,Poison,
Naganadel,8,Poison,Dragon
Stakataka,8,Rock,Steel
Blacephalon,8,Fire,Ghost
Zeraora,8,Electric,
Meltan,8,Steel,
Melmetal,8,Steel,
Grookey,8,Grass,
Thwackey,8,Grass,
Rillaboom,8,Grass,
Scorbunny,8,Fire,
Raboot,8,Fire,
Cinderace,8,Fire,
Sobble,8,Water,
Drizzile,8,Water,
Inteleon,8,Water,
Skwovet,8,Normal,
Greedent,8,Normal,
Rookidee,8,Flying,
Corvisquire,8,Flying,
Corviknight,8,Flying,Steel
Blipbug,8,Bug,
Dottler,8,Bug,Psychic
Orbeetle,8,Bug,Psychic
Nickit,8,Dark,
Thievul,8,Dark,
Gossifleur,8,Grass,
Eldegoss,8,Grass,
Wooloo,8,Normal,
Dubwool,8,Normal,
Chewtle,8,Water,
Drednaw,8,Water,Rock
Yamper,8,Electric,
Boltund,8,Electric,
Rolycoly,8,Rock,
Carkol,8,Rock,Fire
Coalossal,8,Rock,Fire
Applin,8,Grass,Dragon
Flapple,8,Grass,Dragon
Appletun,8,Grass,Dragon
Silicobra,8,Ground,
Sandaconda,8,Ground,
Cramorant,8,Flying,Water
Arrokuda,8,Water,
Barraskewda,8,Water,
Toxel,8,Electric,Poison
Toxtricity,8,Electric,Poison
Sizzlipede,8,Fire,Bug
Centiskorch,8,Fire,Bug
Clobbopus,8,Fighting,
Grapploct,8,Fighting,
Sinistea,8,Ghost,
Polteageist,8,Ghost,
Hatenna,8,Psychic,
Hattrem,8,Psychic,
Hatterene,8,Psychic,Fairy
Impidimp,8,Dark,Fairy
Morgrem,8,Dark,Fairy
Grimmsnarl,8,Dark,Fairy
Obstagoon,8,Dark,Normal
Perrserker,8,Steel,
Cursola,8,Ghost,
Sirfetch’d,8,Fighting,
Mr. Rime,8,Ice,Psychic
Runerigus,8,Ground,Ghost
Milcery,8,Fairy,
Alcremie,8,Fairy,
Falinks,8,Fighting,
Pincurchin,8,Electric,
Snom,8,Ice,Bug
Frosmoth,8,Ice,Bug
Stonjourner,8,Rock,
Eiscue,8,Ice,
Indeedee,8,Psychic,Normal
Indeedee-F,8,Psychic,Normal
Morpeko,8,Electric,Dark
Cufant,8,Steel,
Copperajah,8,Steel,
Dracozolt,8,Electric,Dragon
Arctozolt,8,Electric,Ice
Dracovish,8,Water,Dragon
Arctovish,8,Water,Ice
Duraludon,8,Steel,Dragon
Dreepy,8,Dragon,Ghost
Drakloak,8,Dragon,Ghost
Dragapult,8,Dragon,Ghost
Zacian,8,Fairy,
Zacian-Crowned,8,Fairy,Steel
Zamazenta,8,Fighting,
Zamazenta-Crowned,8,Fighting,Steel
Eternatus,8,Poison,Dragon
Kubfu,8,Fighting,
Urshifu,8,Fighting,Dark
Urshifu-Rapid-Strike,8,Fighting,Water
Zarude,8,Dark,Grass
Regieleki,8,Electric,
Regidrago,8,Dragon,
Glastrier,8,Ice,
Spectrier,8,Ghost,
Calyrex,8,Psychic,Grass
Calyrex-Ice,8,Psychic,Ice
Calyrex-Shadow,8,Psychic,Ghost
