Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Frillish,7,55,40,50,65,85,40
Jellicent,7,100,60,70,85,105,60
Alomomola,7,165,75,80,40,45,65
Joltik,7,50,47,50,57,50,65
Galvantula,7,70,77,60,97,60,108
Ferroseed,7,44,50,91,24,86,10
Ferrothorn,7,74,94,131,54,116,20
Klink,7,40,55,70,45,60,30
Klang,7,60,80,95,70,85,50
Klinklang,7,60,100,115,70,85,90
Tynamo,7,35,55,40,45,40,60
Eelektrik,7,65,85,70,75,70,40
Eelektross,7,85,115,80,105,80,50
Elgyem,7,55,55,55,85,55,30
Beheeyem,7,75,75,75,125,95,40
Litwick,7,50,30,55,65,55,20
Lampent,7,60,40,60,95,60,55
Chandelure,7,60,55,90,145,90,80
Axew,7,46,87,60,30,40,57
Fraxure,7,66,117,70,40,50,67
Haxorus,7,76,147,90,60,70,97
Cubchoo,7,55,70,40,60,40,40
Beartic,7,95,130,80,70,80,50
Cryogonal,7,80,50,50,95,135,105
Shelmet,7,50,40,85,40,65,25
Accelgor,7,80,70,40,100,60,145
Stunfisk,7,109,66,84,81,99,32
Mienfoo,7,45,85,50,55,50,65
Mienshao,7,65,125,60,95,60,105
Druddigon,7,77,120,90,60,90,48
Golett,7,59,74,50,35,50,35
Golurk,7,89,124,80,55,80,55
Pawniard,7,45,85,70,40,40,60
Bisharp,7,65,125,100,60,70,70
Bouffalant,7,95,110,95,40,95,55
Rufflet,7,70,83,50,37,50,60
Braviary,7,100,123,75,57,75,80
Vullaby,7,70,55,75,45,65,60
Mandibuzz,7,110,65,105,55,95,80
Heatmor,7,85,97,66,105,66,65
Durant,7,58,109,112,48,48,109
Deino,7,52,65,50,45,50,38
Zweilous,7,72,85,70,65,70,58
Hydreigon,7,92,105,90,125,90,98
Larvesta,7,55,85,55,50,55,60
Volcarona,7,85,60,65,135,105,100
Cobalion,7,91,90,129,90,72,108
Terrakion,7,91,129,90,72,90,108
Virizion,7,91,90,72,90,129,108
Tornadus,7,79,115,70,125,80,111
Tornadus-Therian,7,79,100,80,110,90,121
Thundurus,7,79,115,70,125,80,111
Thundurus-Therian,7,79,105,70,145,80,101
Reshiram,7,100,120,100,150,120,90
Zekrom,7,100,150,120,120,100,90
Landorus,7,89,125,90,115,80,101
Landorus-Therian,7,89,145,90,105,80,91
Kyurem,7,125,130,90,130,90,95
Kyurem-Black,7,125,170,100,120,90,95
Kyurem-White,7,125,120,90,170,100,95
Keldeo,7,91,72,90,129,90,108
Meloetta,7,100,77,77,128,128,90
Genesect,7,71,120,95,120,95,99
Chespin,7,56,61,65,48,45,38
Quilladin,7,61,78,95,56,58,57
Chesnaught,7,88,107,122,74,75,64
Fennekin,7,40,45,40,62,60,60
Braixen,7,59,59,58,90,70,73
Delphox,7,75,69,72,114,100,104
Froakie,7,41,56,40,62,44,71
Frogadier,7,54,63,52,83,56,97
Greninja,7,72,95,67,103,71,122
Bunnelby,7,38,36,38,32,36,57
Diggersby,7,85,56,77,50,77,78
Fletchling,7,45,50,43,40,38,62
Fletchinder,7,62,73,55,56,52,84
Talonflame,7,78,81,71,74,69,126
Scatterbug,7,38,35,40,27,25,35
Spewpa,7,45,22,60,27,30,29
Vivillon,7,80,52,50,90,50,89
Litleo,7,62,50,58,73,54,72
Pyroar,7,86,68,72,109,66,106
Flabébé,7,44,38,39,61,79,42
Floette,7,54,45,47,75,98,52
Florges,7,78,65,68,112,154,75
Skiddo,7,66,65,48,62,57,52
Gogoat,7,123,100,62,97,81,68
Pancham,7,67,82,62,46,48,43
Pangoro,7,95,124,78,69,71,58
Furfrou,7,75,80,60,65,90,102
Espurr,7,62,48,54,63,60,68
Meowstic,7,74,48,76,83,81,104
Meowstic-F,7,74,48,76,83,81,104
Honedge,7,45,80,100,35,37,28
Doublade,7,59,110,150,45,49,35
Aegislash,7,60,50,150,50,150,60
Spritzee,7,78,52,60,63,65,23
Aromatisse,7,101,72,72,99,89,29
Swirlix,7,62,48,66,59,57,49
Slurpuff,7,82,80,86,85,75,72
Inkay,7,53,54,53,37,46,45
Malamar,7,86,92,88,68,75,73
Binacle,7,42,52,67,39,56,50
Barbaracle,7,72,105,115,54,86,68
Skrelp,7,50,60,60,60,60,30
Dragalge,7,65,75,90,97,123,44
Clauncher,7,50,53,62,58,63,44
Clawitzer,7,71,73,88,120,89,59
Helioptile,7,44,38,33,61,43,70
Heliolisk,7,62,55,52,109,94,109
Tyrunt,7,58,89,77,45,45,48
Tyrantrum,7,82,121,119,69,59,71
Amaura,7,77,59,50,67,63,46
Aurorus,7,123,77,72,99,92,58
Sylveon,7,95,65,65,110,130,60
Hawlucha,7,78,92,75,74,63,118
Dedenne,7,67,58,57,81,67,101
Carbink,7,50,50,150,50,150,50
Goomy,7,45,50,35,55,75,40
Sliggoo,7,68,75,53,83,113,60
Goodra,7,90,100,70,110,150,80
Klefki,7,57,80,91,80,87,75
Phantump,7,43,70,48,50,60,38
Trevenant,7,85,110,76,65,82,56
Pumpkaboo,7,49,66,70,44,55,51
Pumpkaboo-Small,7,44,66,70,44,55,56
Pumpkaboo-Large,7,54,66,70,44,55,46
Pumpkaboo-Super,7,59,66,70,44,55,41
Gourgeist,7,65,90,122,58,75,84
Gourgeist-Small,7,55,85,122,58,75,99
Gourgeist-Large,7,75,95,122,58,75,69
Gourgeist-Super,7,85,100,122,58,75,54
Bergmite,7,55,69,85,32,35,28
Avalugg,7,95,117,184,44,46,28
Noibat,7,40,30,35,45,40,55
Noivern,7,85,70,80,97,80,123
Xerneas,7,126,131,95,131,98,99
Yveltal,7,126,131,95,131,98,99
Zygarde,7,108,100,121,81,95,95
Zygarde-10%,7,54,100,71,61,85,115
Zygarde-Complete,7,216,100,121,91,95,85
Diancie,7,50,100,150,100,150,50
Diancie-Mega,7,50,160,110,160,110,110
Hoopa,7,80,110,60,150,130,70
Hoopa-Unbound,7,80,160,60,170,130,80
Volcanion,7,80,110,120,130,90,70
Rowlet,7,68,55,55,50,50,42
Dartrix,7,78,75,75,70,70,52
Decidueye,7,78,107,75,100,100,70
Litten,7,45,65,40,60,40,70
Torracat,7,65,85,50,80,50,90
Incineroar,7,95,115,90,80,90,60
Popplio,7,50,54,54,66,56,40
Brionne,7,60,69,69,91,81,50
Primarina,7,80,74,74,126,116,60
Pikipek,7,35,75,30,30,30,65
Trumbeak,7,55,85,50,40,50,75
Toucannon,7,80,120,75,75,75,60
Yungoos,7,48,70,30,30,30,45
Gumshoos,7,88,110,60,55,60,45
Grubbin,7,47,62,45,55,45,46
Charjabug,7,57,82,95,55,75,36
Vikavolt,7,77,70,90,145,75,43
Crabrawler,7,47,82,57,42,47,63
Crabominable,7,97,132,77,62,67,43
Oricorio,7,75,70,70,98,70,93
Oricorio-Pom-Pom,7,75,70,70,98,70,93
Oricorio-Pa'u,7,75,70,70,98,70,93
Oricorio-Sensu,7,75,70,70,98,70,93
Cutiefly,7,40,45,40,55,40,84
Ribombee,7,60,55,60,95,70,124
Rockruff,7,45,65,40,30,40,60
Lycanroc,7,75,115,65,55,65,112
Lycanroc-Midnight,7,85,115,75,55,75,82
Lycanroc-Dusk,7,75,117,65,55,65,110
Wishiwashi,7,45,20,20,25,25,40
Wishiwashi-School,7,45,140,130,140,135,30
Mareanie,7,50,53,62,43,52,45
Toxapex,7,50,63,152,53,142,35
Mudbray,7,70,100,70,45,55,45
Mudsdale,7,100,125,100,55,85,35
Dewpider,7,38,40,52,40,72,27
Araquanid,7,68,70,92,50,132,42
Fomantis,7,40,55,35,50,35,35
Lurantis,7,70,105,90,80,90,45
Morelull,7,40,35,55,65,75,15
Shiinotic,7,60,45,80,90,100,30
Salandit,7,48,44,40,71,40,77
Salazzle,7,68,64,60,111,60,117
Stufful,7,70,75,50,45,50,50
Bewear,7,120,125,80,55,60,60
Bounsweet,7,42,30,38,30,38,32
Steenee,7,52,40,48,40,48,62
Tsareena,7,72,120,98,50,98,72
Comfey,7,51,52,90,82,110,100
Oranguru,7,90,60,80,90,110,60
Passimian,7,100,120,90,40,60,80
Wimpod,7,25,35,40,20,30,80
Golisopod,7,75,125,140,60,90,40
Sandygast,7,55,55,80,70,45,15
Palossand,7,85,75,110,100,75,35
Pyukumuku,7,55,60,130,30,130,5
Type: Null,7,95,95,95,95,95,59
Silvally,7,95,95,95,95,95,95
Silvally-Bug,7,95,95,95,95,95,95
Silvally-Dark,7,95,95,95,95,95,95
Silvally-Dragon,7,95,95,95,95,95,95
Silvally-Electric,7,95,95,95,95,95,95
Silvally-Fairy,7,95,95,95,95,95,95
Silvally-Fighting,7,95,95,95,95,95,95
Silvally-Fire,7,95,95,95,95,95,95
Silvally-Flying,7,95,95,95,95,95,95
Silvally-Ghost,7,95,95,95,95,95,95
Silvally-Grass,7,95,95,95,95,95,95
Silvally-Ground,7,95,95,95,95,95,95
Silvally-Ice,7,95,95,95,95,95,95
Silvally-Poison,7,95,95,95,95,95,95
Silvally-Psychic,7,95,95,95,95,95,95
Silvally-Rock,7,95,95,95,95,95,95
Silvally-Steel,7,95,95,95,95,95,95
Silvally-Water,7,95,95,95,95,95,95
Minior,7,60,100,60,100,60,120
Komala,7,65,115,65,75,95,65
Turtonator,7,60,78,135,91,85,36
Togedemaru,7,65,98,63,40,73,96
Mimikyu,7,55,90,80,50,105,96
Bruxish,7,68,105,70,70,70,92
Drampa,7,78,60,85,135,91,36
Dhelmise,7,70,131,100,86,90,40
Jangmo-o,7,45,55,65,45,45,45
Hakamo-o,7,55,75,90,65,70,65
Kommo-o,7,75,110,125,100,105,85
Tapu Koko,7,70,115,85,95,75,130
Tapu Lele,7,70,85,75,130,115,95
Tapu Bulu,7,70,130,115,85,95,75
Tapu Fini,7,70,75,115,95,130,85
Cosmog,7,43,29,31,29,31,37
Cosmoem,7,43,29,131,29,131,37
Solgaleo,7,137,137,107,113,89,97
Lunala,7,137,113,89,137,107,97
Nihilego,7,109,53,47,127,131,103
Buzzwole,7,107,139,139,53,53,79
Pheromosa,7,71,137,37,137,37,151
Xurkitree,7,83,89,71,173,71,83
Celesteela,7,97,101,103,107,101,61
Kartana,7,59,181,131,59,31,109
Guzzlord,7,223,101,53,97,53,43
Necrozma,7,97,107,101,127,89,79
Necrozma-Dusk-Mane,7,97,157,127,113,109,77
Necrozma-Dawn-Wings,7,97,113,109,157,127,77
Necrozma-Ultra,7,97,167,97,167,97,129
Magearna,7,80,95,115,130,115,65
Marshadow,7,90,125,80,90,90,125
Poipole,7,67,73,67,73,67,73
Naganadel,7,73,73,73,127,73,121
Stakataka,7,61,131,211,53,101,13
Blacephalon,7,53,127,53,151,79,107
Zeraora,7,88,112,75,102,80,143
Meltan,7,46,65,65,55,35,34
Melmetal,7,135,143,143,80,65,34
