Name,Gen,TypeOne,TypeTwo
Shiinotic,9,Grass,Fairy
Salandit,9,Poison,Fire
Salazzle,9,Poison,Fire
Stufful,9,Normal,Fighting
Bewear,9,Normal,Fighting
Bounsweet,9,Grass,
Steenee,9,Grass,
Tsareena,9,Grass,
Comfey,9,Fairy,
Oranguru,9,Normal,Psychic
Passimian,9,Fighting,
Wimpod,9,Bug,Water
Golisopod,9,Bug,Water
Sandygast,9,Ghost,Ground
Palossand,9,Ghost,Ground
Pyukumuku,9,Water,
Type: Null,9,Normal,
Silvally,9,Normal,
Silvally-Bug,9,Bug,
Silvally-Dark,9,Dark,
Silvally-Dragon,9,Dragon,
Silvally-Electric,9,Electric,
Silvally-Fairy,9,Fairy,
Silvally-Fighting,9,Fighting,
Silvally-Fire,9,Fire,
Silvally-Flying,9,Flying,
Silvally-Ghost,9,Ghost,
Silvally-Grass,9,Grass,
Silvally-Ground,9,Ground,
Silvally-Ice,9,Ice,
Silvally-Poison,9,Poison,
Silvally-Psychic,9,Psychic,
Silvally-Rock,9,Rock,
Silvally-Steel,9,Steel,
Silvally-Water,9,Water,
Minior,9,Rock,Flying
Komala,9,Normal,
Turtonator,9,Fire,Dragon
Togedemaru,9,Electric,Steel
Mimikyu,9,Ghost,Fairy
Bruxish,9,Water,Psychic
Drampa,9,Normal,Dragon
Dhelmise,9,Ghost,Grass
Jangmo-o,9,Dragon,
Hakamo-o,9,Dragon,Fighting
Kommo-o,9,Dragon,Fighting
Tapu Koko,9,Electric,Fairy
Tapu Lele,9,Psychic,Fairy
Tapu Bulu,9,Grass,Fairy
Tapu Fini,9,Water,Fairy
Cosmog,9,Psychic,
Cosmoem,9,Psychic,
Solgaleo,9,Psychic,Steel
Lunala,9,Psychic,Ghost
Nihilego,9,Rock,Poison
Buzzwole,9,Bug,Fighting
Pheromosa,9,Bug,Fighting
Xurkitree,9,Electric,
Celesteela,9,Steel,Flying
Kartana,9,Grass,Steel
Guzzlord,9,Dark,Dragon
Necrozma,9,Psychic,
Necrozma-Dusk-Mane,9,Psychic,Steel
Necrozma-Dawn-Wings,9,Psychic,Ghost
Necrozma-Ultra,9,Psychic,Dragon
Magearna,9,Steel,Fairy
Marshadow,9,Fighting,Ghost
Poipole,9,Poison,
Naganadel,9,Poison,Dragon
Stakataka,9,Rock,Steel
Blacephalon,9,Fire,Ghost
Zeraora,9,Electric,
Meltan,9,Steel,
Melmetal,9,Steel,
Grookey,9,Grass,
Thwackey,9,Grass,
Rillaboom,9,Grass,
Scorbunny,9,Fire,
Raboot,9,Fire,
Cinderace,9,Fire,
Sobble,9,Water,
Drizzile,9,Water,
Inteleon,9,Water,
Skwovet,9,Normal,
Greedent,9,Normal,
Rookidee,9,Flying,
Corvisquire,9,Flying,
Corviknight,9,Flying,Steel
Blipbug,9,Bug,
Dottler,9,Bug,Psychic
Orbeetle,9,Bug,Psychic
Nickit,9,Dark,
Thievul,9,Dark,
Gossifleur,9,Grass,
Eldegoss,9,Grass,
Wooloo,9,Normal,
Dubwool,9,Normal,
Chewtle,9,Water,
Drednaw,9,Water,Rock
Yamper,9,Electric,
Boltund,9,Electric,
Rolycoly,9,Rock,
Carkol,9,Rock,Fire
Coalossal,9,Rock,Fire
Applin,9,Grass,Dragon
Flapple,9,Grass,Dragon
Appletun,9,Grass,Dragon
Silicobra,9,Ground,
Sandaconda,9,Ground,
Cramorant,9,Flying,Water
Arrokuda,9,Water,
Barraskewda,9,Water,
Toxel,9,Electric,Poison
Toxtricity,9,Electric,Poison
Sizzlipede,9,Fire,Bug
Centiskorch,9,Fire,Bug
Clobbopus,9,Fighting,
Grapploct,9,Fighting,
Sinistea,9,Ghost,
Polteageist,9,Ghost,
Hatenna,9,Psychic,
Hattrem,9,Psychic,
Hatterene,9,Psychic,Fairy
Impidimp,9,Dark,Fairy
Morgrem,9,Dark,Fairy
Grimmsnarl,9,Dark,Fairy
Obstagoon,9,Dark,Normal
Perrserker,9,Steel,
Cursola,9,Ghost,
Sirfetch’d,9,Fighting,
Mr. Rime,9,Ice,Psychic
Runerigus,9,Ground,Ghost
Milcery,9,Fairy,
Alcremie,9,Fairy,
Falinks,9,Fighting,
Pincurchin,9,Electric,
Snom,9,Ice,Bug
Frosmoth,9,Ice,Bug
Stonjourner,9,Rock,
Eiscue,9,Ice,
Indeedee,9,Psychic,Normal
Indeedee-F,9,Psychic,Normal
Morpeko,9,Electric,Dark
Cufant,9,Steel,
Copperajah,9,Steel,
Dracozolt,9,Electric,Dragon
Arctozolt,9,Electric,Ice
Dracovish,9,Water,Dragon
Arctovish,9,Water,Ice
Duraludon,9,Steel,Dragon
Dreepy,9,Dragon,Ghost
Drakloak,9,Dragon,Ghost
Dragapult,9,Dragon,Ghost
Zacian,9,Fairy,
Zacian-Crowned,9,Fairy,Steel
Zamazenta,9,Fighting,
Zamazenta-Crowned,9,Fighting,Steel
Eternatus,9,Poison,Dragon
Kubfu,9,Fighting,
Urshifu,9,Fighting,Dark
Urshifu-Rapid-Strike,9,Fighting,Water
Zarude,9,Dark,Grass
Regieleki,9,Electric,
Regidrago,9,Dragon,
Glastrier,9,Ice,
Spectrier,9,Ghost,
Calyrex,9,Psychic,Grass
Calyrex-Ice,9,Psychic,Ice
Calyrex-Shadow,9,Psychic,Ghost
Wyrdeer,9,Normal,Psychic
Kleavor,9,Bug,Rock
Ursaluna,9,Ground,Normal
Ursaluna-Bloodmoon,9,Ground,Normal
Basculegion,9,Water,Ghost
Basculegion-F,9,Water,Ghost
Sneasler,9,Fighting,Poison
Overqwil,9,Dark,Poison
Enamorus,9,Fairy,Flying
Enamorus-Therian,9,Fairy,Flying
Sprigatito,9,Grass,
Floragato,9,Grass,
Meowscarada,9,Grass,Dark
Fuecoco,9,Fire,
Crocalor,9,Fire,
Skeledirge,9,Fire,Ghost
Quaxly,9,Water,
Quaxwell,9,Water,
Quaquaval,9,Water,Fighting
Lechonk,9,Normal,
Oinkologne,9,Normal,
Oinkologne-F,9,Normal,
Tarountula,9,Bug,
Spidops,9,Bug,
Nymble,9,Bug,
Lokix,9,Bug,Dark
Pawmi,9,Electric,
Pawmo,9,Electric,Fighting
Pawmot,9,Electric,Fighting
Tandemaus,9,Normal,
Maushold,9,Normal,
Fidough,9,Fairy,
Dachsbun,9,Fairy,
Smoliv,9,Grass,Normal
Dolliv,9,Grass,Normal
Arboliva,9,Grass,Normal
Squawkabilly,9,Normal,Flying
Squawkabilly-White,9,Normal,Flying
Nacli,9,Rock,
Naclstack,9,Rock,
Garganacl,9,Rock,
Charcadet,9,Fire,
Armarouge,9,Fire,Psychic
Ceruledge,9,Fire,Ghost
Tadbulb,9,Electric,
Bellibolt,9,Electric,
Wattrel,9,Electric,Flying
Kilowattrel,9,Electric,Flying
Maschiff,9,Dark,
Mabosstiff,9,Dark,
Shroodle,9,Poison,Normal
Grafaiai,9,Poison,Normal
Bramblin,9,Grass,Ghost
Brambleghast,9,Grass,Ghost
Toedscool,9,Ground,Grass
Toedscruel,9,Ground,Grass
Klawf,9,Rock,
Capsakid,9,Grass,
Scovillain,9,Grass,Fire
Rellor,9,Bug,
Rabsca,9,Bug,Psychic
Flittle,9,Psychic,
Espathra,9,Psychic,
Tinkatink,9,Fairy,Steel
Tinkatuff,9,Fairy,Steel
Tinkaton,9,Fairy,Steel
Wiglett,9,Water,
Wugtrio,9,Water,
Bombirdier,9,Flying,Dark
Finizen,9,Water,
Palafin,9,Water,
Varoom,9,Steel,Poison
Revavroom,9,Steel,Poison
Cyclizar,9,Dragon,Normal
Orthworm,9,Steel,
Glimmet,9,Rock,Poison
Glimmora,9,Rock,Poison
Greavard,9,Ghost,
Houndstone,9,Ghost,
Flamigo,9,Flying,Fighting
Cetoddle,9,Ice,
Cetitan,9,Ice,
Veluza,9,Water,Psychic
Dondozo,9,Water,
Tatsugiri,9,Dragon,Water
Annihilape,9,Fighting,Ghost
Clodsire,9,Poison,Ground
Farigiraf,9,Normal,Psychic
Dudunsparce,9,Normal,
Kingambit,9,Dark,Steel
Great Tusk,9,Ground,Fighting
Scream Tail,9,Fairy,Psychic
Brute Bonnet,9,Grass,Dark
Flutter Mane,9,Ghost,Fairy
Slither Wing,9,Bug,Fighting
Sandy Shocks,9,Electric,Ground
Iron Treads,9,Ground,Steel
Iron Bundle,9,Ice,Water
Iron Hands,9,Fighting,Electric
Iron Jugulis,9,Dark,Flying
Iron Moth,9,Fire,Poison
Iron Thorns,9,Rock,Electric
Frigibax,9,Dragon,Ice
Arctibax,9,Dragon,Ice
Baxcalibur,9,Dragon,Ice
Gimmighoul,9,Ghost,
Gholdengo,9,Steel,Ghost
Wo-Chien,9,Dark,Grass
Chien-Pao,9,Dark,Ice
Ting-Lu,9,Dark,Ground
Chi-Yu,9,Dark,Fire
Roaring Moon,9,Dragon,Dark
Iron Valiant,9,Fairy,Fighting
Koraidon,9,Fighting,Dragon
Miraidon,9,Electric,Dragon
Walking Wake,9,Water,Dragon
Iron Leaves,9,Grass,Psychic
Dipplin,9,Grass,Dragon
Poltchageist,9,Grass,Ghost
Sinistcha,9,Grass,Ghost
Okidogi,9,Poison,Fighting
Munkidori,9,Poison,Psychic
Fezandipiti,9,Poison,Fairy
Ogerpon,9,Grass,
Ogerpon-Wellspring,9,Grass,Water
Ogerpon-Hearthflame,9,Grass,Fire
Ogerpon-Cornerstone,9,Grass,Rock
Archaludon,9,Steel,Dragon
Hydrapple,9,Grass,Dragon
Gouging Fire,9,Fire,Dragon
Raging Bolt,9,Electric,Dragon
Iron Boulder,9,Rock,Psychic
Iron Crown,9,Steel,Psychic
Terapagos,9,Normal,
Terapagos-Terastal,9,Normal,
Terapagos-Stellar,9,Normal,
Pecharunt,9,Poison,Ghost
Syclar,9,Ice,Bug
Syclant,9,Ice,Bug
Revenankh,9,Ghost,Fighting
Embirch,9,Fire,Grass
Flarelm,9,Fire,Grass
Pyroak,9,Fire,Grass
Breezi,9,Poison,Flying
Fidgit,9,Poison,Ground
Rebble,9,Rock,
Tactite,9,Rock,
Stratagem,9,Rock,
Privatyke,9,Water,Fighting
Arghonaut,9,Water,Fighting
Kitsunoh,9,Ghost,Steel
Cyclohm,9,Electric,Dragon
Colossoil,9,Ground,Dark
Krilowatt,9,Electric,Water
Voodoll,9,Normal,Dark
Voodoom,9,Fighting,Dark
Scratchet,9,Normal,Fighting
Tomohawk,9,Flying,Fighting
Necturine,9,Grass,Ghost
Necturna,9,Grass,Ghost
Mollux,9,Fire,Poison
Cupra,9,Bug,Psychic
Argalis,9,Bug,Psychic
Aurumoth,9,Bug,Psychic
Brattler,9,Dark,Grass
Malaconda,9,Dark,Grass
Cawdet,9,Steel,Flying
Cawmodore,9,Steel,Flying
Volkritter,9,Water,Fire
Volkraken,9,Water,Fire
Snugglow,9,Electric,Poison
Plasmanta,9,Electric,Poison
Floatoy,9,Water,
Caimanoe,9,Water,Steel
Naviathan,9,Water,Steel
Crucibelle,9,Rock,Poison
Crucibelle-Mega,9,Rock,Poison
Pluffle,9,Fairy,
Kerfluffle,9,Fairy,Fighting
Pajantom,9,Dragon,Ghost
Mumbao,9,Grass,Fairy
Jumbao,9,Grass,Fairy
Fawnifer,9,Grass,
Electrelk,9,Grass,Electric
Caribolt,9,Grass,Electric
Smogecko,9,Fire,
Smoguana,9,Fire,Ground
Smokomodo,9,Fire,Ground
Swirlpool,9,Water,
Coribalis,9,Water,Bug
Snaelstrom,9,Water,Bug
Justyke,9,Steel,Ground
Equilibra,9,Steel,Ground
Solotl,9,Fire,Dragon
Astrolotl,9,Fire,Dragon
Miasmite,9,Bug,Dragon
Miasmaw,9,Bug,Dragon
Chromera,9,Dark,Normal
Nohface,9,Ghost,
Monohm,9,Electric,
Duohm,9,Electric,Dragon
Dorsoil,9,Ground,
Protowatt,9,Electric,Water
Venomicon,9,Poison,Flying
Venomicon-Epilogue,9,Poison,Flying
Saharascal,9,Ground,
Saharaja,9,Ground,
Ababo,9,Fairy,
Scattervein,9,Fairy,
Hemogoblin,9,Fairy,Fire
Cresceidon,9,Water,Fairy
