Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Cryogonal,6,70,50,30,95,135,105
Shelmet,6,50,40,85,40,65,25
Accelgor,6,80,70,40,100,60,145
Stunfisk,6,109,66,84,81,99,32
Mienfoo,6,45,85,50,55,50,65
Mienshao,6,65,125,60,95,60,105
Druddigon,6,77,120,90,60,90,48
Golett,6,59,74,50,35,50,35
Golurk,6,89,124,80,55,80,55
Pawniard,6,45,85,70,40,40,60
Bisharp,6,65,125,100,60,70,70
Bouffalant,6,95,110,95,40,95,55
Rufflet,6,70,83,50,37,50,60
Braviary,6,100,123,75,57,75,80
Vullaby,6,70,55,75,45,65,60
Mandibuzz,6,110,65,105,55,95,80
Heatmor,6,85,97,66,105,66,65
Durant,6,58,109,112,48,48,109
Deino,6,52,65,50,45,50,38
Zweilous,6,72,85,70,65,70,58
Hydreigon,6,92,105,90,125,90,98
Larvesta,6,55,85,55,50,55,60
Volcarona,6,85,60,65,135,105,100
Cobalion,6,91,90,129,90,72,108
Terrakion,6,91,129,90,72,90,108
Virizion,6,91,90,72,90,129,108
Tornadus,6,79,115,70,125,80,111
Tornadus-Therian,6,79,100,80,110,90,121
Thundurus,6,79,115,70,125,80,111
Thundurus-Therian,6,79,105,70,145,80,101
Reshiram,6,100,120,100,150,120,90
Zekrom,6,100,150,120,120,100,90
Landorus,6,89,125,90,115,80,101
Landorus-Therian,6,89,145,90,105,80,91
Kyurem,6,125,130,90,130,90,95
Kyurem-Black,6,125,170,100,120,90,95
Kyurem-White,6,125,120,90,170,100,95
Keldeo,6,91,72,90,129,90,108
Meloetta,6,100,77,77,128,128,90
Genesect,6,71,120,95,120,95,99
Chespin,6,56,61,65,48,45,38
Quilladin,6,61,78,95,56,58,57
Chesnaught,6,88,107,122,74,75,64
Fennekin,6,40,45,40,62,60,60
Braixen,6,59,59,58,90,70,73
Delphox,6,75,69,72,114,100,104
Froakie,6,41,56,40,62,44,71
Frogadier,6,54,63,52,83,56,97
Greninja,6,72,95,67,103,71,122
Bunnelby,6,38,36,38,32,36,57
Diggersby,6,85,56,77,50,77,78
Fletchling,6,45,50,43,40,38,62
Fletchinder,6,62,73,55,56,52,84
Talonflame,6,78,81,71,74,69,126
Scatterbug,6,38,35,40,27,25,35
Spewpa,6,45,22,60,27,30,29
Vivillon,6,80,52,50,90,50,89
Litleo,6,62,50,58,73,54,72
Pyroar,6,86,68,72,109,66,106
Flabébé,6,44,38,39,61,79,42
Floette,6,54,45,47,75,98,52
Florges,6,78,65,68,112,154,75
Skiddo,6,66,65,48,62,57,52
Gogoat,6,123,100,62,97,81,68
Pancham,6,67,82,62,46,48,43
Pangoro,6,95,124,78,69,71,58
Furfrou,6,75,80,60,65,90,102
Espurr,6,62,48,54,63,60,68
Meowstic,6,74,48,76,83,81,104
Meowstic-F,6,74,48,76,83,81,104
Honedge,6,45,80,100,35,37,28
Doublade,6,59,110,150,45,49,35
Aegislash,6,60,50,150,50,150,60
Spritzee,6,78,52,60,63,65,23
Aromatisse,6,101,72,72,99,89,29
Swirlix,6,62,48,66,59,57,49
Slurpuff,6,82,80,86,85,75,72
Inkay,6,53,54,53,37,46,45
Malamar,6,86,92,88,68,75,73
Binacle,6,42,52,67,39,56,50
Barbaracle,6,72,105,115,54,86,68
Skrelp,6,50,60,60,60,60,30
Dragalge,6,65,75,90,97,123,44
Clauncher,6,50,53,62,58,63,44
Clawitzer,6,71,73,88,120,89,59
Helioptile,6,44,38,33,61,43,70
Heliolisk,6,62,55,52,109,94,109
Tyrunt,6,58,89,77,45,45,48
Tyrantrum,6,82,121,119,69,59,71
Amaura,6,77,59,50,67,63,46
Aurorus,6,123,77,72,99,92,58
Sylveon,6,95,65,65,110,130,60
Hawlucha,6,78,92,75,74,63,118
Dedenne,6,67,58,57,81,67,101
Carbink,6,50,50,150,50,150,50
Goomy,6,45,50,35,55,75,40
Sliggoo,6,68,75,53,83,113,60
Goodra,6,90,100,70,110,150,80
Klefki,6,57,80,91,80,87,75
Phantump,6,43,70,48,50,60,38
Trevenant,6,85,110,76,65,82,56
Pumpkaboo,6,49,66,70,44,55,51
Pumpkaboo-Small,6,44,66,70,44,55,56
Pumpkaboo-Large,6,54,66,70,44,55,46
Pumpkaboo-Super,6,59,66,70,44,55,41
Gourgeist,6,65,90,122,58,75,84
Gourgeist-Small,6,55,85,122,58,75,99
Gourgeist-Large,6,75,95,122,58,75,69
Gourgeist-Super,6,85,100,122,58,75,54
Bergmite,6,55,69,85,32,35,28
Avalugg,6,95,117,184,44,46,28
Noibat,6,40,30,35,45,40,55
Noivern,6,85,70,80,97,80,123
Xerneas,6,126,131,95,131,98,99
Yveltal,6,126,131,95,131,98,99
Zygarde,6,108,100,121,81,95,95
Zygarde-10%,6,54,100,71,61,85,115
Zygarde-Complete,6,216,100,121,91,95,85
Diancie,6,50,100,150,100,150,50
Diancie-Mega,6,50,160,110,160,110,110
Hoopa,6,80,110,60,150,130,70
Hoopa-Unbound,6,80,160,60,170,130,80
Volcanion,6,80,110,120,130,90,70
